監督名,年度,チーム,大会,試合数,勝,分,負,成績,URL
ニカノール,1996,柏,J,30,20,-,10,5位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=584
ニカノール,1996,柏,YNC,15,7,3,5,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=584
ニカノール,1997,柏,J,16,11,-,5,3位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=584
ニカノール,1997,柏,J,16,7,-,9,10位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=584
ニカノール,1997,柏,YNC,8,4,2,2,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=584
ニカノール,1998,Ｖ川崎,J,17,10,-,7,6位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=584
ニカノール,1998,Ｖ川崎,J,3,0,-,3,17位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=584
ニカノール,1998,Ｖ川崎,YNC,4,2,1,1,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=584
西ヶ谷　隆之,-,-,-,-,-,-,-,109,https://data.j-league.or.jp/SFIX07/?staff_id=2470
西ヶ谷　隆之,2015,水戸,J2,25,7,12,6,19位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2470
西ヶ谷　隆之,2016,水戸,J2,42,10,18,14,13位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2470
西ヶ谷　隆之,2017,水戸,J2,42,14,12,16,14位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2470
西ヶ谷　隆之,2018,相模原,J3,32,12,6,14,9位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2470
西野　朗,524,91,163,91,43,20,28,-,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,1998,柏,J,17,9,-,8,10位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,1998,柏,J,17,9,-,8,8位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,1998,柏,YNC,4,3,1,0,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,1999,柏,J1,15,10,0,5,4位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,1999,柏,J1,15,10,1,4,4位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,1999,柏,YNC,9,6,1,2,優勝,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2000,柏,J1,15,10,0,5,4位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2000,柏,J1,15,11,1,3,2位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2000,柏,YNC,2,0,1,1,2回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2001,柏,J1,15,8,0,7,6位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2001,柏,YNC,4,2,1,1,2回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2002,Ｇ大阪,J1,15,9,1,5,4位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2002,Ｇ大阪,J1,15,10,0,5,2位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2002,Ｇ大阪,YNC,8,3,2,3,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2003,Ｇ大阪,J1,15,4,4,7,12位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2003,Ｇ大阪,J1,15,6,5,4,7位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2003,Ｇ大阪,YNC,6,2,2,2,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2004,Ｇ大阪,J1,15,7,3,5,4位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2004,Ｇ大阪,J1,15,8,3,4,3位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2004,Ｇ大阪,YNC,7,2,2,3,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2005,Ｇ大阪,J1,34,18,6,10,優勝/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2005,Ｇ大阪,YNC,11,7,2,2,準優勝,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2006,Ｇ大阪,J1,34,20,6,8,3位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2006,Ｇ大阪,YNC,2,0,1,1,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2007,Ｇ大阪,J1,34,19,10,5,3位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2007,Ｇ大阪,YNC,11,6,2,3,優勝,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2008,Ｇ大阪,J1,34,14,8,12,8位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2008,Ｇ大阪,YNC,4,1,1,2,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2009,Ｇ大阪,J1,34,18,6,10,3位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2009,Ｇ大阪,YNC,2,1,0,1,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2010,Ｇ大阪,J1,34,18,8,8,2位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2010,Ｇ大阪,YNC,2,1,0,1,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2011,Ｇ大阪,J1,34,21,7,6,3位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2011,Ｇ大阪,YNC,2,1,0,1,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2012,神戸,J1,19,5,6,8,16位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2012,神戸,YNC,3,1,1,1,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2014,名古屋,J1,34,13,9,12,10位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2014,名古屋,YNC,6,3,1,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2015,名古屋,J1,17,6,4,7,9位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2015,名古屋,J1,17,7,3,7,10位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=167
西野　朗,2015,名古屋,YNC,8,4,2,2,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=167
西村　昭宏,27,3,12,4,1,2,1,61,https://data.j-league.or.jp/SFIX07/?staff_id=93
西村　昭宏,2001,Ｃ大阪,J1,3,3,0,0,16位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=93
西村　昭宏,2002,Ｃ大阪,J2,44,25,12,7,2位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=93
西村　昭宏,2003,Ｃ大阪,J1,15,8,1,6,5位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=93
西村　昭宏,2003,Ｃ大阪,J1,9,1,2,6,12位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=93
西村　昭宏,2003,Ｃ大阪,YNC,4,1,2,1,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=93
西村　昭宏,2004,京都,J2,17,5,7,5,5位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=93
西村　俊寛,-,-,-,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=4466
西村　俊寛,2021,讃岐,J3,2,0,0,2,15位/15チーム,https://data.j-league.or.jp/SFIX07/?staff_id=4466
西村　俊寛,2022,讃岐,J3,34,6,9,19,17位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=4466
布　啓一郎,-,-,-,1,0,0,1,21,https://data.j-league.or.jp/SFIX07/?staff_id=6613
布　啓一郎,2018,群馬,J3,32,15,7,10,5位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=6613
布　啓一郎,2019,群馬,J3,34,18,9,7,2位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=6613
布　啓一郎,2020,松本,YLC,1,0,0,1,グループステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=6613
布　啓一郎,2020,松本,J2,21,4,7,10,13位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=6613
布　啓一郎,2021,今治,J3,12,2,5,5,11位/15チーム,https://data.j-league.or.jp/SFIX07/?staff_id=6613
布部　陽功,-,-,-,-,-,-,-,55,https://data.j-league.or.jp/SFIX07/?staff_id=3653
布部　陽功,2017,京都,J2,42,14,15,13,12位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3653
布部　陽功,2018,京都,J2,13,2,3,8,19位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3653
ネルシーニョ,490,96,179,89,41,18,30,78,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,1995,Ｖ川崎,J,26,16,-,10,2位/14チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,1995,Ｖ川崎,J,26,19,-,7,優勝/14チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,1996,Ｖ川崎,J,9,5,-,4,7位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2003,名古屋,J1,15,6,4,5,8位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2003,名古屋,YNC,2,0,0,2,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2004,名古屋,J1,15,5,5,5,8位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2004,名古屋,J1,15,7,3,5,5位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2004,名古屋,YNC,8,4,2,2,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2005,名古屋,J1,24,8,8,8,14位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2005,名古屋,YNC,6,2,1,3,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2009,柏,J1,15,4,6,5,16位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2010,柏,J2,36,23,11,2,優勝/19チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2011,柏,J1,34,23,3,8,優勝/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2011,柏,YNC,2,0,0,2,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2012,柏,J1,34,15,7,12,6位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2012,柏,YNC,4,2,1,1,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2013,柏,J1,34,13,9,12,10位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2013,柏,YNC,5,3,0,2,優勝,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2014,柏,J1,34,17,9,8,4位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2014,柏,YNC,10,6,2,2,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2015,神戸,J1,17,4,7,6,13位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2015,神戸,J1,17,6,1,10,13位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2015,神戸,YNC,10,4,2,4,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2016,神戸,J1,17,5,5,7,12位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2016,神戸,J1,17,11,2,4,2位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2016,神戸,YLC,8,5,1,2,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2017,神戸,J1,22,9,2,11,9位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2017,神戸,YLC,6,5,0,1,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2019,柏,YLC,6,1,2,3,グループステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2019,柏,J2,42,25,9,8,優勝/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2020,柏,J1,34,15,7,12,7位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2020,柏,YLC,6,5,0,1,準優勝,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2021,柏,J1,38,12,5,21,15位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2021,柏,YLC,6,1,3,2,グループステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2022,柏,J1,34,13,8,13,7位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2022,柏,YLC,6,2,2,2,グループステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2023,柏,J1,13,2,5,6,17位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=354
ネルシーニョ,2023,柏,YLC,4,1,2,1,グループステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=354
ハシェック,23,8,10,6,1,1,4,-,https://data.j-league.or.jp/SFIX07/?staff_id=2456
ハシェック,2004,神戸,J1,15,3,6,6,12位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2456
ハシェック,2004,神戸,J1,8,2,2,4,8位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2456
ハシェック,2004,神戸,YNC,6,1,1,4,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2456
橋川　和晃,-,-,-,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=547
橋川　和晃,2021,今治,J3,9,4,2,3,11位/15チーム,https://data.j-league.or.jp/SFIX07/?staff_id=547
橋川　和晃,2022,今治,J3,34,18,6,10,5位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=547
柱谷　幸一,25,6,15,8,2,0,6,371,https://data.j-league.or.jp/SFIX07/?staff_id=1781
柱谷　幸一,2001,山形,YNC,2,1,0,1,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1781
柱谷　幸一,2001,山形,J2,44,27,6,11,3位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1781
柱谷　幸一,2002,山形,J2,44,6,17,21,11位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1781
柱谷　幸一,2003,山形,J2,44,15,10,19,8位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1781
柱谷　幸一,2004,京都,J2,27,14,5,8,5位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1781
柱谷　幸一,2005,京都,J2,44,30,7,7,優勝/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1781
柱谷　幸一,2006,京都,J1,25,4,6,15,18位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1781
柱谷　幸一,2006,京都,YNC,6,1,0,5,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1781
柱谷　幸一,2013,北九州,J2,42,13,10,19,16位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1781
柱谷　幸一,2014,北九州,J2,42,18,11,13,5位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1781
柱谷　幸一,2015,北九州,J2,42,18,5,19,7位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1781
柱谷　幸一,2016,北九州,J2,42,8,14,20,22位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1781
柱谷　哲二,41,7,23,12,1,3,8,181,https://data.j-league.or.jp/SFIX07/?staff_id=2045
柱谷　哲二,2002,札幌,J1,7,1,0,6,16位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2045
柱谷　哲二,2002,札幌,YNC,6,1,2,3,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2045
柱谷　哲二,2008,東京Ｖ,J1,34,10,7,17,17位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2045
柱谷　哲二,2008,東京Ｖ,YNC,6,0,1,5,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2045
柱谷　哲二,2011,水戸,J2,38,11,9,18,17位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2045
柱谷　哲二,2012,水戸,J2,42,15,11,16,13位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2045
柱谷　哲二,2013,水戸,J2,42,14,13,15,15位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2045
柱谷　哲二,2014,水戸,J2,42,12,14,16,15位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2045
柱谷　哲二,2015,水戸,J2,17,3,4,10,19位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2045
柱谷　哲二,2016,鳥取,J3,30,8,6,16,15位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2045
柱谷　哲二,2018,北九州,J3,19,4,7,8,17位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2045
ハジェヴスキー,25,0,10,3,2,1,0,-,https://data.j-league.or.jp/SFIX07/?staff_id=1560
ハジェヴスキー,2000,磐田,J1,15,9,0,6,5位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1560
ハジェヴスキー,2000,磐田,J1,10,6,0,4,3位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1560
ハジェヴスキー,2000,磐田,YNC,3,2,1,0,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1560
長谷川　健太,616,150,198,138,64,33,41,42,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2005,清水,J1,34,9,12,13,15位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2005,清水,YNC,8,3,2,3,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2006,清水,J1,34,18,6,10,4位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2006,清水,YNC,6,2,2,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2007,清水,J1,34,18,7,9,4位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2007,清水,YNC,6,2,2,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2008,清水,J1,34,16,7,11,5位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2008,清水,YNC,11,5,4,2,準優勝,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2009,清水,J1,34,13,12,9,7位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2009,清水,YNC,10,5,1,4,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2010,清水,J1,34,15,9,10,6位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2010,清水,YNC,10,3,5,2,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2013,Ｇ大阪,J2,42,25,12,5,優勝/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2014,Ｇ大阪,J1,34,19,6,9,優勝/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2014,Ｇ大阪,YNC,11,7,1,3,優勝,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2015,Ｇ大阪,J1,17,9,5,3,4位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2015,Ｇ大阪,J1,17,9,4,4,3位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2015,Ｇ大阪,YNC,5,2,1,2,準優勝,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2016,Ｇ大阪,J1,17,7,3,7,6位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2016,Ｇ大阪,J1,17,10,4,3,4位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2016,Ｇ大阪,YLC,5,1,3,1,準優勝,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2017,Ｇ大阪,J1,34,11,10,13,10位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2017,Ｇ大阪,YLC,4,1,2,1,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2018,FC東京,J1,34,14,8,12,6位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2018,FC東京,YLC,6,1,1,4,グループステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2019,FC東京,J1,34,19,7,8,2位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2019,FC東京,YLC,10,5,2,3,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2020,FC東京,J1,34,17,6,11,6位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2020,FC東京,YLC,3,3,0,0,優勝,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2021,FC東京,J1,35,14,7,14,9位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2021,FC東京,YLC,12,6,3,3,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2022,名古屋,J1,34,11,13,10,8位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2022,名古屋,YLC,10,5,2,3,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2023,名古屋,J1,34,14,10,10,6位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2023,名古屋,YLC,10,6,1,3,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2024,名古屋,J1,38,15,5,18,11位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2024,名古屋,YLC,9,6,1,2,優勝,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2025,名古屋,J1,33,10,9,14,15位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷川　健太,2025,名古屋,YLC,2,1,0,1,2回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2565
長谷部　茂利,177,54,59,35,19,6,10,143,https://data.j-league.or.jp/SFIX07/?staff_id=3883
長谷部　茂利,2016,千葉,J2,17,5,5,7,11位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3883
長谷部　茂利,2018,水戸,J2,42,16,9,17,10位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3883
長谷部　茂利,2019,水戸,J2,42,19,13,10,7位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3883
